Avg power (W),Energy simple (J),Energy trapz (J),BATTERY_PROPERTY_CURRENT_NOW,EXTRA_VOLTAGE,EXTRA_TEMPERATURE,run
1.63912002628877,33.092194210743976,32.796984366606,-372188.92513368983,4404.0,250.0,0
1.7382649055454544,32.99052964234718,32.74824474149999,-394701.38636363635,4404.0,250.0,1
1.6268311169543148,34.56202707969442,34.21946701251,-369398.52791878174,4404.0,250.0,2
1.7000196437045454,32.08617075527959,32.031068845782,-386017.17613636365,4404.0,250.0,3
1.6184613595434783,32.15073490733119,32.03729806596599,-367498.0380434783,4404.0,250.0,4
1.5959436805531917,32.29551631967439,32.04145566657001,-362385.0319148936,4404.0,250.0,5
1.668909883625,34.51806312301588,34.292628416267995,-378953.1979166667,4404.0,250.0,6
1.6540908242666665,32.112519262313064,31.79733382119001,-375588.2888888889,4404.0,250.0,7
1.6732703515662648,29.94317294127831,29.690289828228007,-379943.313253012,4404.0,250.0,8
1.7676883642580645,35.1593215650929,34.94138489320802,-401382.4623655914,4404.0,250.0,9
