Avg power (W),Energy simple (J),Energy trapz (J),BATTERY_PROPERTY_CURRENT_NOW,EXTRA_VOLTAGE,EXTRA_TEMPERATURE,run
1.524377766746114,32.01040872390165,31.73104483894,-345977.7046632124,4406.0,251.0,0
1.2951243894928228,29.54308244872078,29.333750231748,-293945.6172248804,4406.0,251.0,1
1.6470117380714286,19.744376716000286,19.658454708895995,-373811.10714285716,4406.0,251.0,2
1.4215279983959388,30.373788741726024,30.196493491138995,-322634.5888324873,4406.0,251.0,3
1.555917612936937,18.38783434968872,18.335230376869998,-353136.0900900901,4406.0,251.0,4
1.6991881594181815,20.002843012670834,19.859321563438996,-385653.2363636364,4406.0,251.0,5
1.5040692929197863,30.41528924142392,30.11083540312,-341368.4278074866,4406.0,251.0,6
1.7031063542342344,20.19032582944685,20.029243216243994,-386542.52252252254,4406.0,251.0,7
1.5763828772947368,32.5554591818909,32.26147599716,-357780.95263157896,4406.0,251.0,8
1.5612451221791044,34.12569588059086,33.842662167301,-354345.2388059702,4406.0,251.0,9
