Avg power (W),Energy simple (J),Energy trapz (J),BATTERY_PROPERTY_CURRENT_NOW,EXTRA_VOLTAGE,EXTRA_TEMPERATURE,run
1.3052508736172839,23.083361699921664,22.784542780008003,-296243.9567901235,4406.0,251.0,0
1.3753037411910112,26.506229003974358,26.350651045752997,-312143.3820224719,4406.0,251.0,1
1.3084329947485378,24.323769372375317,24.060308125363996,-296966.1812865497,4406.0,251.0,2
1.4483712955151515,26.005506610974543,25.659949963253002,-328727.0303030303,4406.0,251.0,3
1.4346094670061347,25.452841163622843,25.225548517916998,-325603.60122699384,4406.0,251.0,4
1.2328364065058823,22.837061594114964,22.70263485228,-279808.53529411764,4406.0,251.0,5
1.312504902593023,24.802405144300355,24.53000503874099,-297890.3546511628,4406.0,251.0,6
1.3517943991288344,23.956500341361206,23.719963383908997,-306807.62576687115,4406.0,251.0,7
1.4355509828139532,26.860594439431875,26.556643917801,-325817.29069767444,4406.0,251.0,8
1.3837064793118277,27.97577759872653,27.763620288549,-314050.4946236559,4406.0,251.0,9
