Avg power (W),Energy simple (J),Energy trapz (J),BATTERY_PROPERTY_CURRENT_NOW,EXTRA_VOLTAGE,EXTRA_TEMPERATURE,run
1.6490390354285713,32.26509776719543,32.075818835879005,-375293.3626373626,4394.0,287.0,0
1.526245725657754,30.66532911991559,30.559117148417,-347347.6844919786,4394.0,287.0,1
1.5715697962872344,31.81014424664991,31.653935938703004,-357662.67553191487,4394.0,287.0,2
1.4358077014946236,28.75348503013133,28.593905609243002,-326765.5215053763,4394.0,287.0,3
1.4630810861333337,30.535965348688805,30.325250859462,-332972.4820512821,4394.0,287.0,4
1.5930478044565217,31.64748768333326,31.442254736047996,-362550.70652173914,4394.0,287.0,5
1.5470506085235602,31.601602780310763,31.468902320414,-352082.52356020943,4394.0,287.0,6
1.7229434490465116,31.765908370070537,31.618030055729,-392112.75581395347,4394.0,287.0,7
1.4161749903068181,26.778452891711623,26.591704951851,-322297.44886363635,4394.0,287.0,8
1.2108044803128835,42.72807930576135,42.448293592523,-275558.5981595092,4394.0,287.0,9
