Avg power (W),Energy simple (J),Energy trapz (J),BATTERY_PROPERTY_CURRENT_NOW,EXTRA_VOLTAGE,EXTRA_TEMPERATURE,run
1.3410009719757578,23.978438379898527,23.732530294291003,-305189.1151515152,4394.0,267.0,0
1.4503186909885057,27.483539194232183,27.173454623600996,-330067.9770114943,4394.0,267.0,1
1.2863928391633987,21.249923310140183,21.136180791400996,-292761.2287581699,4394.0,267.0,2
1.3228902532444449,25.91409717080543,25.623556749478993,-301067.4222222222,4394.0,267.0,3
1.374364812919786,28.092016776080428,27.770651206818005,-312782.1604278075,4394.0,267.0,4
1.41173584102994,25.769826042160528,25.520754086152014,-321287.1736526946,4394.0,267.0,5
1.2963407185813955,24.35564942070726,23.973994400239004,-295025.1976744186,4394.0,267.0,6
1.2643694181420766,25.149572096264045,24.867934223834,-287749.0710382514,4394.0,267.0,7
1.4300623980858898,25.419359125976687,24.985857805570994,-325457.98773006134,4394.0,267.0,8
1.428223966530612,30.49258168542857,30.094849863455003,-325039.5918367347,4394.0,267.0,9
