Avg power (W),Energy simple (J),Energy trapz (J),BATTERY_PROPERTY_CURRENT_NOW,EXTRA_VOLTAGE,EXTRA_TEMPERATURE,run
1.5760714134193547,26.262077961806707,26.023351424436004,-357872.70967741933,4404.0,250.0,0
1.734394054566038,29.7014981844434,29.461856481966002,-393822.4465408805,4404.0,250.0,1
1.661787452168675,29.744333606367118,29.539779968358,-377335.9337349398,4404.0,250.0,2
1.706084767807229,30.538917343749397,30.313191026717995,-387394.3614457831,4404.0,250.0,3
2.01945296688,21.61420510451664,21.450938280635995,-458549.72,4404.0,250.0,4
1.655727519709091,29.210344902707785,29.041456140359998,-375959.92727272725,4404.0,250.0,5
1.6446503958857144,37.063841321680464,36.93450396813,-373444.6857142857,4404.0,250.0,6
1.6361162147848103,27.645455681218937,27.50691397209,-371506.86075949366,4404.0,250.0,7
1.6950308137142858,30.69870306717943,30.444741908808005,-384884.38095238095,4404.0,250.0,8
2.0569007073599996,22.052032483606556,21.883810168914,-467052.84,4404.0,250.0,9
