Avg power (W),Energy simple (J),Energy trapz (J),BATTERY_PROPERTY_CURRENT_NOW,EXTRA_VOLTAGE,EXTRA_TEMPERATURE,run
1.4873376515049503,16.225366440267504,16.04787332117,-337570.9603960396,4406.0,251.0,0
1.5144944850485431,16.836635190284657,16.668110708462,-343734.5631067961,4406.0,251.0,1
1.6998246619223303,18.844256202070955,18.699446892415,-385797.6990291262,4406.0,251.0,2
1.7949145006538458,20.103042407323073,19.848681505227,-407379.5961538461,4406.0,251.0,3
1.5791664253137245,17.309243187863736,17.234154275926997,-358412.7156862745,4406.0,251.0,4
1.8186621146274509,20.012557909360467,19.877990283317004,-412769.43137254904,4406.0,251.0,5
1.5061928538446603,16.819655598883323,16.706673859966997,-341850.3980582524,4406.0,251.0,6
1.756324601156863,19.330108560332434,19.066887837722003,-398621.10784313723,4406.0,251.0,7
1.582284750215686,17.42570195412535,17.239404769541004,-359120.46078431373,4406.0,251.0,8
1.5554801236893208,17.307827336291073,17.18327998056,-353036.7961165049,4406.0,251.0,9
