Avg power (W),Energy simple (J),Energy trapz (J),BATTERY_PROPERTY_CURRENT_NOW,EXTRA_VOLTAGE,EXTRA_TEMPERATURE,run
1.4699824476470587,16.121297503345293,15.980422118106,-333783.48039215687,4404.0,277.0,0
1.5106035256633659,16.5063647249236,16.272931587882,-343007.1584158416,4404.0,277.0,1
1.7540499742574251,19.23140391775841,18.9798172878,-398285.64356435643,4404.0,277.0,2
1.5052214452277222,16.384335431303754,16.201263001398,-341785.0693069307,4404.0,277.0,3
1.5177707522376245,16.652980693551214,16.424873210172,-344634.59405940596,4404.0,277.0,4
1.502278265108911,16.464969785593667,16.254672780042004,-341116.7722772277,4404.0,277.0,5
1.3825938298799998,15.138019843356117,14.922210177611998,-313940.47,4404.0,277.0,6
1.434712106941176,15.85930763012776,15.703908621516002,-325774.7745098039,4404.0,277.0,7
1.4405682611764707,15.872181101642356,15.706334159748,-327104.50980392157,4404.0,277.0,8
1.6422430078823527,17.936578132091057,17.725930432788005,-372898.04901960783,4404.0,277.0,9
