Avg power (W),Energy simple (J),Energy trapz (J),BATTERY_PROPERTY_CURRENT_NOW,EXTRA_VOLTAGE,EXTRA_TEMPERATURE,run
1.7275939245691057,22.805967398236763,22.705015886579,-392456.59349593497,4402.0,248.0,0
1.6320050489064746,24.46538768815696,24.321598185461998,-370741.71942446043,4402.0,248.0,1
1.510451830412121,27.005368275938313,26.780194102317004,-343128.53939393937,4402.0,248.0,2
1.5315078740296295,22.2880340907532,22.14322076338,-347911.8296296296,4402.0,248.0,3
1.5027160151239674,19.554843504808186,19.484681655148,-341371.19834710745,4402.0,248.0,4
1.7170138786178861,22.62852590630512,22.458808859340003,-390053.1300813008,4402.0,248.0,5
1.493472942909091,19.458458973162546,19.348779761226005,-339271.45454545453,4402.0,248.0,6
1.4887400353129774,21.08055890003176,20.942417718001,-338196.2824427481,4402.0,248.0,7
1.5225088259504134,19.77282212261802,19.738901847679998,-345867.52066115703,4402.0,248.0,8
1.5448255544,20.7609106255816,20.635262372768,-350937.2,4402.0,248.0,9
