Avg power (W),Energy simple (J),Energy trapz (J),BATTERY_PROPERTY_CURRENT_NOW,EXTRA_VOLTAGE,EXTRA_TEMPERATURE,run
1.6552689359857145,24.9813187818964,24.809186771942002,-376026.5642857143,4402.0,248.0,0
1.7504818342777777,27.223493486688,26.987619881524992,-397656.02777777775,4402.0,248.0,1
2.0021157442481754,29.345010463445508,29.106447912599986,-454819.56934306567,4402.0,248.0,2
1.8317003992781953,26.427773360785803,26.170258495822008,-416106.4060150376,4402.0,248.0,3
1.9906140741964287,23.913246873321697,23.825205132369998,-452206.7410714286,4402.0,248.0,4
2.0753744608173914,25.651628335702956,25.426160106751006,-471461.71304347826,4402.0,248.0,5
1.8446767525423733,23.259529172806786,23.121647682025998,-419054.23728813557,4402.0,248.0,6
2.1023963483478263,25.89311342625183,25.794002196535,-477600.26086956525,4402.0,248.0,7
2.155341324057143,24.303628770068343,24.151700268423,-489627.7428571429,4402.0,248.0,8
1.292710621076923,37.14991782850861,36.73002642215501,-293664.3846153846,4402.0,248.0,9
