Avg power (W),Energy simple (J),Energy trapz (J),BATTERY_PROPERTY_CURRENT_NOW,EXTRA_VOLTAGE,EXTRA_TEMPERATURE,run
1.7001335592222226,32.45554964555223,32.441752414759996,-386921.6111111111,4394.0,267.0,0
1.7252306133189186,34.09400738040847,33.919910903099,-392633.27567567566,4394.0,267.0,1
1.0726902687108681,335.1599290781733,334.97634862000405,-244126.14217361587,4394.0,267.0,2
1.7757785305389222,31.60175472947066,31.453707029160004,-404137.125748503,4394.0,267.0,3
1.8224847966702702,35.899305524810984,35.783527182038995,-414766.6810810811,4394.0,267.0,4
1.644194430125,33.54485476341025,33.48288077404401,-374190.8125,4394.0,267.0,5
1.884577812,34.932534323232005,34.76579402104899,-428898.0,4394.0,267.0,6
1.7033604884111109,32.69089449358604,32.579119589301996,-387656.0055555556,4394.0,267.0,7
1.725044664784689,38.335667585510144,38.1547370074,-392590.95693779906,4394.0,267.0,8
1.6866747361176473,39.619989551403535,39.572445434002006,-383858.61085972853,4394.0,267.0,9
