Avg power (W),Energy simple (J),Energy trapz (J),BATTERY_PROPERTY_CURRENT_NOW,EXTRA_VOLTAGE,EXTRA_TEMPERATURE,run
1.3862683631439687,38.6824324051693,38.335649093106,-314774.8326848249,4404.0,284.0,0
1.5306921965084745,39.20561922917156,38.900111089902,-347568.6186440678,4404.0,284.0,1
1.5396824745411763,42.60763311797797,42.193529064882,-349610.00784313725,4404.0,284.0,2
1.601036257846154,20.198673428987078,19.932789150191997,-363541.3846153846,4404.0,284.0,3
1.4546416555862067,36.59005620461544,36.335428420650004,-330300.1034482759,4404.0,284.0,4
1.4009592853827162,36.8802531877,36.61410567510599,-318110.646090535,4404.0,284.0,5
1.511555698377049,39.98669444486646,39.7686568476,-343223.36475409835,4404.0,284.0,6
1.4404440891290322,38.67736423720364,38.471583076014,-327076.31451612903,4404.0,284.0,7
1.543840313843478,19.191478941388272,19.047860257062,-350554.1130434783,4404.0,284.0,8
1.3746051862348176,36.63735202871659,36.410857111506,-312126.5182186235,4404.0,284.0,9
