"Date","Name","Value","Host"
"2023-10-23 20:48:46","LCP","4973.300000011921","www.etsy.com"
"2023-10-23 20:48:46","FID","11","www.etsy.com"
"2023-10-23 20:48:48","CLS","0.03314959877186409","www.etsy.com"
"2023-10-23 20:49:42","FID","5.800000011920929","www.etsy.com"
"2023-10-23 20:49:42","LCP","4751.699999988079","www.etsy.com"
"2023-10-23 20:49:44","CLS","0.03314750970292429","www.etsy.com"
"2023-10-23 20:50:39","LCP","5447.300000011921","www.etsy.com"
"2023-10-23 20:50:39","FID","7.300000011920929","www.etsy.com"
"2023-10-23 20:50:41","CLS","0.03314827046213358","www.etsy.com"
"2023-10-23 20:51:42","LCP","4524.5","www.etsy.com"
"2023-10-23 20:51:42","FID","6.600000023841858","www.etsy.com"
"2023-10-23 20:51:44","CLS","0.033146205544279786","www.etsy.com"
"2023-10-23 20:52:37","LCP","4169","www.etsy.com"
"2023-10-23 20:52:37","FID","6.5","www.etsy.com"
"2023-10-23 20:52:39","CLS","0.041095442388389705","www.etsy.com"
"2023-10-23 20:53:35","LCP","5730.699999988079","www.etsy.com"
"2023-10-23 20:53:35","FID","10","www.etsy.com"
"2023-10-23 20:53:37","CLS","0.032870375990967475","www.etsy.com"
"2023-10-23 20:54:31","LCP","3970.800000011921","www.etsy.com"
"2023-10-23 20:54:31","FID","6","www.etsy.com"
"2023-10-23 20:54:33","CLS","0.09669619725440198","www.etsy.com"
"2023-10-23 20:55:28","LCP","6369.899999976158","www.etsy.com"
"2023-10-23 20:55:28","FID","6.399999976158142","www.etsy.com"
"2023-10-23 20:55:31","CLS","0.033146205544279786","www.etsy.com"
"2023-10-23 20:56:24","LCP","5083.600000023842","www.etsy.com"
"2023-10-23 20:56:24","FID","10","www.etsy.com"
"2023-10-23 20:56:27","CLS","0.033146205544279786","www.etsy.com"
"2023-10-23 20:57:22","LCP","5450.600000023842","www.etsy.com"
"2023-10-23 20:57:22","FID","6.899999976158142","www.etsy.com"
"2023-10-23 20:57:24","CLS","0.033146205544279786","www.etsy.com"
"2023-10-23 20:58:22","FID","32.39999997615814","www.thuisbezorgd.nl"
"2023-10-23 20:58:22","LCP","10041","www.thuisbezorgd.nl"
"2023-10-23 20:58:24","CLS","0.0010926440772620768","www.thuisbezorgd.nl"
"2023-10-23 20:59:22","FID","34.89999997615814","www.thuisbezorgd.nl"
"2023-10-23 20:59:22","LCP","9046.599999964237","www.thuisbezorgd.nl"
"2023-10-23 20:59:24","CLS","0.0010926440772620768","www.thuisbezorgd.nl"
"2023-10-23 21:00:22","FID","7.5","www.thuisbezorgd.nl"
"2023-10-23 21:00:22","LCP","9217.600000023842","www.thuisbezorgd.nl"
"2023-10-23 21:00:24","CLS","0.0010926440772620768","www.thuisbezorgd.nl"
"2023-10-23 21:01:22","FID","13","www.thuisbezorgd.nl"
"2023-10-23 21:01:22","LCP","9492.699999988079","www.thuisbezorgd.nl"
"2023-10-23 21:01:23","CLS","0.0010926440772620768","www.thuisbezorgd.nl"
"2023-10-23 21:02:21","FID","7.600000023841858","www.thuisbezorgd.nl"
"2023-10-23 21:02:21","LCP","9347.600000023842","www.thuisbezorgd.nl"
"2023-10-23 21:02:22","CLS","0.0010926440772620768","www.thuisbezorgd.nl"
"2023-10-23 21:03:20","FID","8.699999988079071","www.thuisbezorgd.nl"
"2023-10-23 21:03:20","LCP","9431.600000023842","www.thuisbezorgd.nl"
"2023-10-23 21:03:21","CLS","0.0010926440772620768","www.thuisbezorgd.nl"
"2023-10-23 21:04:18","FID","6.699999988079071","www.thuisbezorgd.nl"
"2023-10-23 21:04:18","LCP","9111.899999976158","www.thuisbezorgd.nl"
"2023-10-23 21:04:20","CLS","0.0010926440772620768","www.thuisbezorgd.nl"
"2023-10-23 21:05:18","FID","20.100000023841858","www.thuisbezorgd.nl"
"2023-10-23 21:05:18","LCP","9763.699999988079","www.thuisbezorgd.nl"
"2023-10-23 21:05:20","CLS","0.0010926440772620768","www.thuisbezorgd.nl"
"2023-10-23 21:06:18","FID","6.5","www.thuisbezorgd.nl"
"2023-10-23 21:06:18","LCP","9397.899999976158","www.thuisbezorgd.nl"
"2023-10-23 21:06:20","CLS","0.0010926440772620768","www.thuisbezorgd.nl"
"2023-10-23 21:07:17","FID","15.199999988079071","www.thuisbezorgd.nl"
