Avg power (W),Energy simple (J),Energy trapz (J),BATTERY_PROPERTY_CURRENT_NOW,EXTRA_VOLTAGE,EXTRA_TEMPERATURE,run
1.4299228353230768,40.42677840025403,40.18509787209601,-324687.2923076923,4404.0,284.0,0
1.3866371485714286,38.94231768048,38.68831986730199,-314858.5714285714,4404.0,284.0,1
1.5330784234809158,43.401450168744724,43.08708048134999,-348110.4503816794,4404.0,284.0,2
1.5012569086573426,46.711608712873215,46.285409811821985,-340884.8566433566,4404.0,284.0,3
1.4515158094177214,49.99455902377458,49.670908054505986,-329590.32911392406,4404.0,284.0,4
1.4773293159173553,38.73852932198489,38.558733856236,-335451.70661157026,4404.0,284.0,5
1.5328956837619045,41.84038768828119,41.526608336184,-348068.95634920633,4404.0,284.0,6
1.5003065642618183,44.941683132462764,44.6721003948,-340669.06545454543,4404.0,284.0,7
1.3882487281643838,43.893648287101485,43.696670528184,-315224.5068493151,4404.0,284.0,8
1.3323745926473027,34.89089345765492,34.521808198692,-302537.3734439834,4404.0,284.0,9
