Avg power (W),Energy simple (J),Energy trapz (J),BATTERY_PROPERTY_CURRENT_NOW,EXTRA_VOLTAGE,EXTRA_TEMPERATURE,run
1.7388976648319325,22.384829639381465,22.157434978645508,-398555.50420168065,4363.0,289.0,0
1.5829007629999996,18.956819537687995,18.834683506699506,-362801.0,4363.0,289.0,1
1.6818661913278692,22.239316647928415,22.06733283100401,-385483.88524590165,4363.0,289.0,2
1.7516152965378147,22.678163244275083,22.4832733430745,-401470.38655462186,4363.0,289.0,3
1.6258982687419359,21.733382158273457,21.62658539604651,-372656.03225806454,4363.0,289.0,4
1.5021876490156254,20.635551734527645,20.552926126557505,-344301.546875,4363.0,289.0,5
1.6686483853467746,22.243082976672508,22.005781503094003,-382454.3629032258,4363.0,289.0,6
1.7142943170487805,22.84468606899205,22.577324714703504,-392916.4146341463,4363.0,289.0,7
1.6753661393090908,19.972039746703672,19.815615236927,-383994.07272727275,4363.0,289.0,8
1.7234426593017242,21.641269472851754,21.352313775825007,-395013.2155172414,4363.0,289.0,9
