Avg power (W),Energy simple (J),Energy trapz (J),BATTERY_PROPERTY_CURRENT_NOW,EXTRA_VOLTAGE,EXTRA_TEMPERATURE,run
1.501650589289855,22.47220106872268,22.23359460694,-340819.47101449274,4406.0,251.0,0
1.435491011389313,20.340907631386564,20.082900420519003,-325803.679389313,4406.0,251.0,1
1.3638599697333331,19.999642596169597,19.730453024918997,-309546.06666666665,4406.0,251.0,2
1.5130636881459856,22.472021896344177,22.257097918265003,-343409.82481751824,4406.0,251.0,3
1.382171874043478,20.75607503251091,20.561648081818,-313702.1956521739,4406.0,251.0,4
1.504131025568345,22.817667657871795,22.453479167403,-341382.43884892086,4406.0,251.0,5
1.2666369631320753,21.910286188258635,21.764082787419994,-287480.0188679245,4406.0,251.0,6
1.6090130541515149,22.936481086929845,22.679373998728998,-365186.80303030304,4406.0,251.0,7
1.5701289780437957,23.413763320589084,23.176513112529,-356361.54744525545,4406.0,251.0,8
1.3595505767517728,20.79840472314862,20.632974782449,-308567.9929078014,4406.0,251.0,9
