Avg power (W),Energy simple (J),Energy trapz (J),BATTERY_PROPERTY_CURRENT_NOW,EXTRA_VOLTAGE,EXTRA_TEMPERATURE,run
1.381817681719298,25.515263492946836,25.377146876837994,-313621.8070175439,4406.0,300.0,0
1.4615158899653178,27.299655308662167,27.083990245962998,-331710.3699421965,4406.0,300.0,1
1.5397278048877003,31.233378522147003,30.99377311850499,-349461.5989304813,4406.0,300.0,2
1.5157659888863635,28.820774512685315,28.579377752451993,-344023.1477272727,4406.0,300.0,3
1.4222386636744184,26.533284509509947,26.323628047590994,-322795.88372093026,4406.0,300.0,4
1.480030689926829,26.220223702743702,26.100345108485996,-335912.5487804878,4406.0,300.0,5
1.5113812649356722,27.963576163839804,27.72624432052599,-343027.97660818713,4406.0,300.0,6
1.3726941780714286,24.940480521379786,24.755426507051,-311551.10714285716,4406.0,300.0,7
1.5797638681927713,28.26513512970506,28.01704194413699,-358548.313253012,4406.0,300.0,8
1.5002867680361442,26.94815092746522,26.682031903575997,-340509.9337349398,4406.0,300.0,9
