Avg power (W),Energy simple (J),Energy trapz (J),BATTERY_PROPERTY_CURRENT_NOW,EXTRA_VOLTAGE,EXTRA_TEMPERATURE,run
1.490430064865613,40.98384592367463,40.74700002972751,-341606.7075098814,4363.0,289.0,0
1.5384043175700486,34.46794873515694,34.226337177697005,-352602.4106280193,4363.0,289.0,1
1.5387530779306928,16.52774681005357,16.486933638644498,-352682.34653465345,4363.0,289.0,2
1.469538938621622,35.42617519335144,35.176663970341004,-336818.45945945947,4363.0,289.0,3
1.4681335090045873,34.62446067636419,34.396576987437,-336496.3348623853,4363.0,289.0,4
1.329313671220721,31.95404202880369,31.807047451696008,-304678.8153153153,4363.0,289.0,5
1.4369391820944206,36.41347581345472,36.31800500813249,-329346.5922746781,4363.0,289.0,6
1.3969923261538464,35.60234943203078,35.367026878489,-320190.76923076925,4363.0,289.0,7
1.6339308226037739,37.58857857399982,37.294217660841,-374497.09433962265,4363.0,289.0,8
1.4019326376072874,37.52693284347187,37.3951482334705,-321323.08906882594,4363.0,289.0,9
