Avg power (W),Energy simple (J),Energy trapz (J),BATTERY_PROPERTY_CURRENT_NOW,EXTRA_VOLTAGE,EXTRA_TEMPERATURE,run
1.44466953475,22.59896553209425,22.435567986546005,-328035.7708333333,4404.0,250.0,0
1.7272616634820144,26.009106128712173,25.760808338483997,-392202.92086330935,4404.0,250.0,1
1.5605623711818182,22.32228415738473,22.198458159138,-354351.1287878788,4404.0,250.0,2
1.4979500279263802,26.72492644823455,26.37747458058,-340133.9754601227,4404.0,250.0,3
1.6047868577922078,26.96202399776688,26.656077030893996,-364393.01948051946,4404.0,250.0,4
1.5519439960551726,24.388799898007036,24.165892408026,-352394.18620689656,4404.0,250.0,5
1.5276869405255478,22.620460528361786,22.472871788892,-346886.2262773723,4404.0,250.0,6
1.4787271923310346,23.223410555558896,23.040934513703995,-335769.11724137934,4404.0,250.0,7
1.5310346439692304,21.560029856374705,21.41269837506,-347646.3769230769,4404.0,250.0,8
1.4369750201167883,21.314650473392323,21.176942088426003,-326288.60583941604,4404.0,250.0,9
