Avg power (W),Energy simple (J),Energy trapz (J),BATTERY_PROPERTY_CURRENT_NOW,EXTRA_VOLTAGE,EXTRA_TEMPERATURE,run
1.743403567148515,18.732871329010795,18.762725071259503,-399588.2574257426,4363.0,289.0,0
1.54073790901,16.49359931595205,16.436022936932,-353137.27,4363.0,289.0,1
1.7684729237187502,24.178561813082755,24.034334391498003,-405334.15625,4363.0,289.0,2
1.4957260293112586,24.462599209385637,24.296219845208,-342820.54304635763,4363.0,289.0,3
1.7489186721600003,23.348064273336004,23.1826484167275,-400852.32,4363.0,289.0,4
1.7560658571089107,18.89526862249188,18.794244720519004,-402490.45544554456,4363.0,289.0,5
1.61590126270229,22.800366816729312,22.622092532747505,-370364.7175572519,4363.0,289.0,6
1.5188125129508196,19.95415879514787,19.859222440252,-348111.9672131148,4363.0,289.0,7
1.619515677377953,22.18250623304582,21.9135717210425,-371193.14173228346,4363.0,289.0,8
1.6445661797739728,25.898628199080523,25.7330876888725,-376934.7191780822,4363.0,289.0,9
