Avg power (W),Energy simple (J),Energy trapz (J),BATTERY_PROPERTY_CURRENT_NOW,EXTRA_VOLTAGE,EXTRA_TEMPERATURE,run
1.4101881527554345,27.964031069140265,27.781838708861493,-318542.61413043475,4427.0,245.0,0
1.6118100841538459,34.12363129162107,33.763537738569994,-364086.3076923077,4427.0,245.0,1
1.4050093047005074,30.055959046153255,29.819207549985006,-317372.7817258883,4427.0,245.0,2
1.3925435312406416,28.359149013715662,28.13418549377449,-314556.9304812834,4427.0,245.0,3
1.5544035949211823,34.36941788730226,33.979109817384995,-351118.95073891623,4427.0,245.0,4
1.4582014376344083,29.33755472376666,29.135053613315,-329388.17204301077,4427.0,245.0,5
1.4156113242281552,31.842761127188123,31.647155810300493,-319767.6359223301,4427.0,245.0,6
1.4301310920913977,28.898658977890875,28.739978137149,-323047.4569892473,4427.0,245.0,7
1.436601749342995,32.25314587449958,31.99954266399051,-324509.0917874396,4427.0,245.0,8
1.491144965898395,30.167353805090432,29.856196722064507,-336829.67379679147,4427.0,245.0,9
